epoch,accuracy,loss
0,0.4920634925365448,1.2526286840438843
1,0.5079365372657776,1.104291558265686
2,0.5185185074806213,1.0779097080230713
3,0.4920634925365448,1.0074104070663452
4,0.5449735522270203,0.920626699924469
5,0.60317462682724,0.8367795348167419
6,0.5873016119003296,0.7785740494728088
7,0.60317462682724,0.7349700331687927
8,0.6402116417884827,0.795312762260437
9,0.6984127163887024,0.6490849256515503
10,0.7037037014961243,0.5757191777229309
11,0.7037037014961243,0.5341925024986267
12,0.7354497313499451,0.5617783069610596
13,0.7460317611694336,0.5334891676902771
14,0.7195767164230347,0.5144419074058533
15,0.7671957612037659,0.5856825113296509
16,0.7671957612037659,0.45705652236938477
17,0.7407407164573669,0.509143054485321
18,0.761904776096344,0.4503111243247986
19,0.7989417910575867,0.4400782883167267
20,0.7513227462768555,0.49504661560058594
21,0.761904776096344,0.5121194124221802
22,0.820105791091919,0.40058454871177673
23,0.8148148059844971,0.36920902132987976
24,0.841269850730896,0.3576053977012634
25,0.841269850730896,0.3383559584617615
26,0.8148148059844971,0.3689519762992859
27,0.8306878209114075,0.3876934051513672
28,0.8677248954772949,0.32487303018569946
29,0.8253968358039856,0.35597676038742065
30,0.8941798806190491,0.29849353432655334
31,0.8783068656921387,0.29404616355895996
32,0.8677248954772949,0.28557059168815613
33,0.841269850730896,0.3209781348705292
34,0.9100528955459595,0.22270531952381134
35,0.8571428656578064,0.32198262214660645
36,0.9100528955459595,0.24623431265354156
37,0.8835979104042053,0.26691481471061707
38,0.9047619104385376,0.2751520872116089
39,0.9100528955459595,0.2505110800266266
40,0.9047619104385376,0.2555159032344818
41,0.8994709253311157,0.23054595291614532
42,0.8835979104042053,0.27667534351348877
43,0.8941798806190491,0.2580045759677887
44,0.8994709253311157,0.25726318359375
45,0.8941798806190491,0.26769423484802246
46,0.8941798806190491,0.22491967678070068
47,0.8994709253311157,0.21400730311870575
48,0.9312169551849365,0.21028923988342285
49,0.9259259104728699,0.18523310124874115
0,0.8730158805847168,0.28613653779029846
1,0.8994709253311157,0.2865616977214813
2,0.820105791091919,0.34522750973701477
3,0.8571428656578064,0.3371555805206299
4,0.8571428656578064,0.31729453802108765
5,0.8677248954772949,0.3092172145843506
6,0.9153439402580261,0.20144249498844147
7,0.8835979104042053,0.28365346789360046
8,0.8941798806190491,0.2437097281217575
9,0.8994709253311157,0.2558228373527527
10,0.8835979104042053,0.2666943371295929
11,0.8783068656921387,0.23176336288452148
12,0.9153439402580261,0.18809601664543152
13,0.9047619104385376,0.21286018192768097
14,0.9100528955459595,0.21094398200511932
15,0.920634925365448,0.2169950157403946
16,0.920634925365448,0.1901370882987976
17,0.9100528955459595,0.20135994255542755
18,0.9365079402923584,0.19891521334648132
19,0.9365079402923584,0.16321949660778046
20,0.9259259104728699,0.16851021349430084
21,0.9312169551849365,0.1985114961862564
22,0.9682539701461792,0.1246597021818161
23,0.9365079402923584,0.16494597494602203
24,0.9576719403266907,0.13813643157482147
25,0.9470899701118469,0.12663359940052032
26,0.9576719403266907,0.13117572665214539
27,0.9470899701118469,0.1585497409105301
28,0.9470899701118469,0.14853163063526154
29,0.9576719403266907,0.13901852071285248
30,0.9788359999656677,0.102121502161026
31,0.9365079402923584,0.15634267032146454
32,0.9576719403266907,0.11243157833814621
33,0.9576719403266907,0.13253919780254364
34,0.9788359999656677,0.08342240005731583
35,0.9735449552536011,0.10311422497034073
36,0.9576719403266907,0.13993364572525024
37,0.9841269850730896,0.0878012627363205
