epoch,accuracy,loss
0,0.40740740299224854,1.3183172941207886
1,0.4761904776096344,1.126786708831787
2,0.5132275223731995,0.9938721656799316
3,0.5026454925537109,1.0043909549713135
4,0.5608465671539307,0.8344884514808655
5,0.5820105671882629,0.8526114225387573
6,0.5661375522613525,0.7426156997680664
7,0.6560846567153931,0.7396962642669678
8,0.6560846567153931,0.6541469693183899
9,0.7566137313842773,0.5339334607124329
10,0.6984127163887024,0.5943566560745239
11,0.6772486567497253,0.6166762709617615
12,0.6666666865348816,0.5653389692306519
13,0.6931216716766357,0.554283082485199
14,0.7777777910232544,0.5310546159744263
15,0.7460317611694336,0.5546393394470215
16,0.7989417910575867,0.45672526955604553
17,0.7830687761306763,0.4549644887447357
18,0.7883597612380981,0.4304843544960022
19,0.8359788656234741,0.3899938464164734
20,0.8306878209114075,0.41377678513526917
21,0.8359788656234741,0.38654521107673645
22,0.8042327761650085,0.39645349979400635
23,0.7936508059501648,0.39385658502578735
24,0.8253968358039856,0.40324264764785767
25,0.8518518805503845,0.3332892060279846
26,0.8571428656578064,0.3377552032470703
27,0.7936508059501648,0.4281201958656311
28,0.8835979104042053,0.27106592059135437
29,0.8148148059844971,0.3720940947532654
30,0.8677248954772949,0.3246830701828003
31,0.8571428656578064,0.3314298093318939
32,0.841269850730896,0.3189261555671692
33,0.8994709253311157,0.24788185954093933
34,0.8835979104042053,0.28474822640419006
35,0.8783068656921387,0.3044544458389282
36,0.920634925365448,0.2572154998779297
37,0.920634925365448,0.25117549300193787
38,0.8994709253311157,0.2881769835948944
39,0.8571428656578064,0.2593306005001068
40,0.9153439402580261,0.21453377604484558
41,0.8624338507652283,0.2429799735546112
42,0.9047619104385376,0.2450036108493805
43,0.9259259104728699,0.23143860697746277
44,0.9417989253997803,0.17337441444396973
45,0.9629629850387573,0.16195020079612732
46,0.9259259104728699,0.17123368382453918
47,0.9417989253997803,0.15798451006412506
48,0.920634925365448,0.18584813177585602
49,0.9576719403266907,0.15264461934566498
0,0.8624338507652283,0.3269355595111847
1,0.8624338507652283,0.35898643732070923
2,0.8571428656578064,0.32728636264801025
3,0.8994709253311157,0.25869420170783997
4,0.9047619104385376,0.24810858070850372
5,0.8888888955116272,0.2635212242603302
6,0.9047619104385376,0.23758161067962646
