epoch,accuracy,loss
0,0.4921466112136841,1.464187741279602
1,0.5026177763938904,1.2141592502593994
2,0.48691099882125854,1.082079291343689
3,0.5392670035362244,0.9031244516372681
4,0.5445026159286499,0.793047308921814
5,0.5026177763938904,0.9111688137054443
6,0.5130890011787415,0.8441059589385986
7,0.5863874554634094,0.7335618138313293
8,0.5968586206436157,0.7156710624694824
9,0.5811518430709839,0.7539612650871277
10,0.6335078477859497,0.6753629446029663
11,0.6230366230010986,0.676263689994812
12,0.6387434601783752,0.6528571248054504
13,0.7068063020706177,0.5802773833274841
14,0.6858638525009155,0.5951452255249023
15,0.6910994648933411,0.5783867239952087
16,0.6701570749282837,0.5882103443145752
17,0.7382199168205261,0.5327438712120056
18,0.6649214625358582,0.618194043636322
19,0.7696335315704346,0.5243374705314636
20,0.717277467250824,0.5056436657905579
21,0.717277467250824,0.5367146730422974
22,0.7434554696083069,0.4833012819290161
23,0.8062826991081238,0.4504249393939972
24,0.7591623067855835,0.4686286449432373
25,0.7382199168205261,0.5021312832832336
26,0.7853403091430664,0.4756508469581604
27,0.753926694393158,0.45485207438468933
28,0.8219895362854004,0.4077613353729248
29,0.8481675386428833,0.36735284328460693
30,0.7958115339279175,0.4290066063404083
31,0.7696335315704346,0.4350403845310211
32,0.8115183115005493,0.40442731976509094
33,0.8167539238929749,0.37072181701660156
34,0.8272251486778259,0.41086071729660034
35,0.8167539238929749,0.4081021547317505
36,0.8429319262504578,0.37490466237068176
37,0.8376963138580322,0.37359678745269775
38,0.8534031510353088,0.37445762753486633
39,0.8638743162155151,0.32473811507225037
40,0.8167539238929749,0.3767465353012085
41,0.8534031510353088,0.32301485538482666
42,0.8795811533927917,0.28546327352523804
43,0.8586387634277344,0.3416305184364319
44,0.8691099286079407,0.2963671088218689
45,0.8900523781776428,0.2860000431537628
46,0.8848167657852173,0.2700960338115692
47,0.9005235433578491,0.2626284956932068
48,0.8952879309654236,0.27657777070999146
49,0.9057591557502747,0.24467387795448303
0,0.7801046967506409,0.4492340385913849
1,0.7905759215354919,0.44403403997421265
2,0.7801046967506409,0.4347527027130127
3,0.7696335315704346,0.38626930117607117
4,0.7958115339279175,0.402019202709198
5,0.8167539238929749,0.378123939037323
6,0.8115183115005493,0.385886549949646
7,0.8481675386428833,0.3490041494369507
8,0.8638743162155151,0.3295070230960846
9,0.8324607610702515,0.34648433327674866
10,0.8638743162155151,0.2960745096206665
11,0.8952879309654236,0.29178541898727417
12,0.8638743162155151,0.30590325593948364
13,0.8586387634277344,0.32003718614578247
14,0.8795811533927917,0.27690303325653076
15,0.8795811533927917,0.2720682919025421
16,0.9214659929275513,0.2673047184944153
17,0.8848167657852173,0.28245630860328674
18,0.9109947681427002,0.2345164567232132
19,0.9109947681427002,0.21798811852931976
20,0.9109947681427002,0.2401130646467209
21,0.8952879309654236,0.23984625935554504
22,0.9214659929275513,0.21475078165531158
23,0.9162303805351257,0.21825285255908966
24,0.9214659929275513,0.1949613094329834
25,0.9162303805351257,0.22555600106716156
26,0.9319371581077576,0.19430391490459442
27,0.9214659929275513,0.19959130883216858
28,0.9424083828926086,0.18638582527637482
29,0.9319371581077576,0.17643678188323975
30,0.9476439952850342,0.15917524695396423
31,0.9371727705001831,0.19740431010723114
32,0.9371727705001831,0.15773755311965942
33,0.9581151604652405,0.15232433378696442
34,0.9214659929275513,0.18388284742832184
35,0.963350772857666,0.14912696182727814
36,0.9685863852500916,0.13597777485847473
37,0.9319371581077576,0.1650371104478836
38,0.9214659929275513,0.17163565754890442
39,0.963350772857666,0.12112477421760559
40,0.9371727705001831,0.150839164853096
41,0.9424083828926086,0.14476510882377625
42,0.963350772857666,0.125215545296669
43,0.963350772857666,0.1455182433128357
44,0.9685863852500916,0.12099510431289673
45,0.9424083828926086,0.14227208495140076
46,0.9738219976425171,0.10690329223871231
47,0.9738219976425171,0.10493157804012299
48,0.9528796076774597,0.14077787101268768
49,0.9685863852500916,0.11404865980148315
0,0.9057591557502747,0.2254970669746399
1,0.9005235433578491,0.2548050582408905
