epoch,accuracy,loss
0,0.5396825671195984,1.3878329992294312
1,0.49735450744628906,1.2411022186279297
2,0.5185185074806213,1.0564970970153809
3,0.5132275223731995,0.9686763882637024
4,0.5820105671882629,0.8409959077835083
5,0.5714285969734192,0.7895544171333313
6,0.5714285969734192,0.7573508024215698
7,0.6402116417884827,0.7177278399467468
8,0.6190476417541504,0.7253556847572327
9,0.6507936716079712,0.6418734192848206
10,0.7037037014961243,0.6086361408233643
11,0.7037037014961243,0.5842487215995789
12,0.7089946866035461,0.612482488155365
13,0.7407407164573669,0.5379529595375061
14,0.7566137313842773,0.5564134120941162
15,0.6878306865692139,0.536674439907074
16,0.6878306865692139,0.5769575834274292
17,0.7460317611694336,0.49958091974258423
18,0.7566137313842773,0.531166672706604
19,0.7989417910575867,0.4339825212955475
20,0.7407407164573669,0.46952223777770996
21,0.7830687761306763,0.4638187885284424
22,0.7989417910575867,0.4280831813812256
23,0.8042327761650085,0.40021127462387085
24,0.8148148059844971,0.44557425379753113
25,0.820105791091919,0.39318007230758667
26,0.7830687761306763,0.4543369710445404
27,0.7830687761306763,0.4387015998363495
28,0.8783068656921387,0.32686111330986023
29,0.8571428656578064,0.3849538266658783
30,0.8359788656234741,0.35554516315460205
31,0.8677248954772949,0.3240601420402527
32,0.820105791091919,0.37415066361427307
33,0.820105791091919,0.35766035318374634
34,0.8095238208770752,0.3966684639453888
35,0.8624338507652283,0.3185221254825592
36,0.8571428656578064,0.3498898148536682
37,0.8783068656921387,0.29621320962905884
38,0.8677248954772949,0.32820960879325867
39,0.8888888955116272,0.28908640146255493
40,0.8465608358383179,0.2957805395126343
41,0.841269850730896,0.33375680446624756
42,0.8624338507652283,0.31537583470344543
43,0.8624338507652283,0.28941524028778076
44,0.9259259104728699,0.2402307242155075
45,0.8571428656578064,0.30707815289497375
46,0.8730158805847168,0.2792774438858032
47,0.9153439402580261,0.23752713203430176
48,0.9153439402580261,0.24509385228157043
49,0.8994709253311157,0.25205421447753906
0,0.820105791091919,0.41587507724761963
