epoch,accuracy,loss
17,0.8994709253311157,0.24198877811431885
18,0.9259259104728699,0.22545617818832397
19,0.9100528955459595,0.22621461749076843
20,0.9153439402580261,0.22269003093242645
21,0.9100528955459595,0.23252257704734802
22,0.9259259104728699,0.20936572551727295
23,0.9047619104385376,0.19958946108818054
24,0.9153439402580261,0.19839788973331451
25,0.8994709253311157,0.20954398810863495
26,0.9047619104385376,0.22242605686187744
27,0.9576719403266907,0.17729154229164124
28,0.9523809552192688,0.14460234344005585
29,0.9417989253997803,0.19658030569553375
30,0.9470899701118469,0.14728029072284698
31,0.9576719403266907,0.15294170379638672
32,0.9682539701461792,0.1336687207221985
33,0.9470899701118469,0.17170976102352142
34,0.9629629850387573,0.12137002497911453
35,0.9523809552192688,0.16208995878696442
36,0.9417989253997803,0.167613223195076
37,0.9629629850387573,0.11831792443990707
38,0.9259259104728699,0.17615343630313873
39,0.9470899701118469,0.13530012965202332
40,0.9576719403266907,0.11529754102230072
41,0.9788359999656677,0.10581418871879578
42,0.9682539701461792,0.12207450717687607
43,0.9523809552192688,0.12897436320781708
44,0.9841269850730896,0.09705031663179398
45,0.9682539701461792,0.11520448327064514
46,0.9629629850387573,0.11923149228096008
47,0.9788359999656677,0.087228924036026
48,0.9365079402923584,0.13402071595191956
49,0.9841269850730896,0.09458951652050018
0,0.8624338507652283,0.2828662693500519
1,0.8994709253311157,0.25170576572418213
2,0.9153439402580261,0.2585521340370178
3,0.8835979104042053,0.2891227602958679
4,0.9417989253997803,0.1575738787651062
5,0.9365079402923584,0.18636596202850342
6,0.9523809552192688,0.15427061915397644
7,0.9153439402580261,0.19351735711097717
8,0.9417989253997803,0.16943158209323883
9,0.9576719403266907,0.1358502358198166
10,0.9682539701461792,0.13416673243045807
11,0.9470899701118469,0.13996478915214539
12,0.9470899701118469,0.15294751524925232
13,0.9523809552192688,0.1372026652097702
14,0.9100528955459595,0.15143446624279022
15,0.9576719403266907,0.1267358660697937
16,0.9841269850730896,0.09535510092973709
17,0.9682539701461792,0.11038791388273239
18,0.9735449552536011,0.09971564263105392
19,0.9788359999656677,0.10015986114740372
20,0.9523809552192688,0.11718055605888367
21,0.9365079402923584,0.13553845882415771
22,0.9682539701461792,0.10180006921291351
23,0.9788359999656677,0.07962838560342789
24,0.9682539701461792,0.09105590730905533
25,0.9735449552536011,0.09250960499048233
26,0.9682539701461792,0.0996006429195404
27,0.9735449552536011,0.08844020217657089
28,0.9470899701118469,0.13539566099643707
29,0.9417989253997803,0.13144399225711823
30,0.9735449552536011,0.07014574110507965
31,0.9894179701805115,0.07021474093198776
32,0.9894179701805115,0.06367418169975281
33,0.9947090148925781,0.05051688104867935
34,0.9947090148925781,0.05029986798763275
35,0.9788359999656677,0.08028098940849304
36,0.9788359999656677,0.06985783576965332
37,0.9788359999656677,0.06841189414262772
38,0.9735449552536011,0.07838525623083115
39,0.9841269850730896,0.055717017501592636
40,0.9894179701805115,0.06332511454820633
41,0.9788359999656677,0.06929212063550949
42,0.9894179701805115,0.06031838059425354
43,0.9894179701805115,0.05574401095509529
44,0.9894179701805115,0.049027539789676666
45,0.9947090148925781,0.045113638043403625
46,0.9894179701805115,0.0483003631234169
47,0.9894179701805115,0.06480210274457932
48,0.9788359999656677,0.07439783215522766
49,0.9841269850730896,0.05764839053153992
0,0.9576719403266907,0.11048638820648193
1,0.9417989253997803,0.1283869594335556
2,0.9735449552536011,0.09838755428791046
3,0.9417989253997803,0.14716172218322754
4,0.9576719403266907,0.11306910961866379
5,0.9682539701461792,0.1014883890748024
6,0.9576719403266907,0.0905405804514885
7,0.9576719403266907,0.12446876615285873
8,0.9629629850387573,0.08710864931344986
9,0.9788359999656677,0.09623942524194717
10,0.9894179701805115,0.07257551699876785
11,0.9841269850730896,0.061370640993118286
12,0.9629629850387573,0.09111081808805466
13,0.9841269850730896,0.06916528195142746
14,0.9735449552536011,0.0688558891415596
15,0.9947090148925781,0.04019535332918167
16,0.9788359999656677,0.05956142768263817
17,0.9894179701805115,0.04554875195026398
18,0.9841269850730896,0.061400916427373886
19,0.9841269850730896,0.04184737429022789
20,0.9947090148925781,0.040000107139348984
21,0.9841269850730896,0.04950068145990372
22,0.9841269850730896,0.06333935260772705
23,0.9894179701805115,0.05512151122093201
24,0.9947090148925781,0.05084843188524246
25,1.0,0.030801404267549515
26,0.9894179701805115,0.04409996047616005
27,0.9841269850730896,0.05222664773464203
28,0.9894179701805115,0.03581581264734268
29,1.0,0.02649383619427681
30,0.9841269850730896,0.05011836439371109
31,1.0,0.03291884809732437
32,0.9894179701805115,0.03673294931650162
33,0.9841269850730896,0.03785755857825279
34,1.0,0.019177911803126335
35,0.9894179701805115,0.03600383549928665
36,0.9947090148925781,0.03326553478837013
37,0.9947090148925781,0.02377777174115181
38,0.9947090148925781,0.029847929254174232
39,0.9894179701805115,0.04478296637535095
40,1.0,0.022653648629784584
41,1.0,0.029574809595942497
42,0.9947090148925781,0.02813793160021305
43,0.9788359999656677,0.0489841029047966
44,0.9947090148925781,0.037477292120456696
45,0.9947090148925781,0.021866021677851677
46,0.9894179701805115,0.03946386277675629
47,0.9947090148925781,0.025139715522527695
48,0.9894179701805115,0.03174390643835068
49,1.0,0.011833809316158295
0,0.9470899701118469,0.10491032898426056
1,0.9312169551849365,0.11878246814012527
2,0.9788359999656677,0.06537777930498123
3,0.9841269850730896,0.05537300556898117
4,0.9682539701461792,0.07049593329429626
5,0.9788359999656677,0.07010241597890854
6,0.9735449552536011,0.0581047460436821
7,0.9841269850730896,0.04201194643974304
8,0.9841269850730896,0.04694821685552597
9,0.9947090148925781,0.02682206779718399
10,1.0,0.02572702057659626
11,0.9841269850730896,0.03724665939807892
12,0.9841269850730896,0.04927678406238556
13,0.9735449552536011,0.05820795148611069
14,0.9894179701805115,0.04277762025594711
15,0.9735449552536011,0.07110091298818588
16,0.9788359999656677,0.04746571183204651
17,0.9894179701805115,0.045454807579517365
18,0.9841269850730896,0.042271386831998825
19,0.9947090148925781,0.037221167236566544
20,0.9894179701805115,0.0348765030503273
21,0.9947090148925781,0.03223821520805359
22,0.9894179701805115,0.0376291386783123
23,1.0,0.02520059607923031
24,0.9894179701805115,0.027260739356279373
25,0.9788359999656677,0.04495128244161606
26,0.9947090148925781,0.02470681443810463
27,0.9841269850730896,0.028765905648469925
28,0.9894179701805115,0.029087146744132042
29,0.9894179701805115,0.03431068733334541
30,0.9947090148925781,0.026965903118252754
31,0.9841269850730896,0.0453200563788414
32,0.9947090148925781,0.02451726794242859
33,0.9947090148925781,0.021108977496623993
34,1.0,0.015996107831597328
35,0.9947090148925781,0.015453307889401913
36,0.9947090148925781,0.019587650895118713
37,1.0,0.010671466588973999
38,1.0,0.016235698014497757
39,1.0,0.016553649678826332
40,1.0,0.013276580721139908
41,1.0,0.015412628650665283
42,0.9947090148925781,0.020531965419650078
43,1.0,0.014274699613451958
44,1.0,0.02038571797311306
45,1.0,0.01607205532491207
46,1.0,0.009586813859641552
47,1.0,0.02277042157948017
48,0.9947090148925781,0.021141257137060165
49,1.0,0.01242097094655037
